time,low,high,open,close,volume
2017-06-18 21:00:15,2515.24,2515.25,2515.24,2515.25,1.3047767199999998
2017-06-18 21:00:16,2514.59,2514.59,2514.59,2514.59,0.5588
2017-06-18 21:00:21,2515.25,2515.33,2515.25,2515.33,0.14237591
2017-06-18 21:00:28,2515.52,2515.52,2515.52,2515.52,0.15623027
2017-06-18 21:00:29,2515.53,2516.0,2515.53,2516.0,0.5957486999999999
2017-06-18 21:00:30,2516.0,2517.7,2516.0,2517.7,0.8855473
2017-06-18 21:00:31,2518.04,2518.87,2518.04,2518.87,0.36000000000000004
2017-06-18 21:00:32,2517.5,2517.5,2517.5,2517.5,0.16206799
2017-06-18 21:00:33,2518.88,2518.88,2518.88,2518.88,0.22086053
2017-06-18 21:00:39,2518.42,2518.42,2518.42,2518.42,0.18892751
2017-06-18 21:00:44,2518.4,2518.4,2518.4,2518.4,0.30444145
2017-06-18 21:00:45,2518.65,2518.89,2518.65,2518.89,0.500941
2017-06-18 21:00:48,2518.4,2518.89,2518.89,2518.4,0.479953
2017-06-18 21:00:51,2519.75,2519.79,2519.75,2519.79,0.023
2017-06-18 21:00:56,2519.8,2519.8,2519.8,2519.8,0.10421300000000001
2017-06-18 21:01:02,2518.5,2518.54,2518.54,2518.5,0.17882388
2017-06-18 21:01:03,2518.46,2518.51,2518.51,2518.46,0.15707802
2017-06-18 21:01:10,2518.54,2518.54,2518.54,2518.54,0.1
2017-06-18 21:01:11,2518.39,2518.53,2518.53,2518.39,0.08
2017-06-18 21:01:19,2517.47,2517.48,2517.48,2517.47,0.32370000000000004
2017-06-18 21:01:21,2517.49,2518.47,2517.49,2518.47,0.117947
2017-06-18 21:01:23,2517.32,2517.45,2517.45,2517.32,0.08
2017-06-18 21:01:24,2517.24,2517.31,2517.31,2517.24,0.08
2017-06-18 21:01:25,2516.98,2517.23,2517.23,2516.98,0.17000000000000004
2017-06-18 21:01:27,2516.96,2516.97,2516.97,2516.96,0.03
2017-06-18 21:01:35,2514.1,2516.37,2516.37,2514.1,0.28
2017-06-18 21:01:36,2514.11,2514.12,2514.12,2514.11,0.08531352999999997
2017-06-18 21:01:50,2516.54,2516.54,2516.54,2516.54,0.4311
2017-06-18 21:02:15,2514.47,2514.47,2514.47,2514.47,0.079999
2017-06-18 21:02:23,2514.15,2514.4,2514.4,2514.15,3.757025439999996
2017-06-18 21:02:29,2514.46,2517.08,2514.46,2517.08,2.1631
2017-06-18 21:02:40,2514.58,2514.58,2514.58,2514.58,0.40658211
2017-06-18 21:02:49,2514.57,2514.57,2514.57,2514.57,0.12624398
2017-06-18 21:03:01,2512.97,2514.57,2514.57,2512.97,0.7644000000000003
2017-06-18 21:03:33,2515.48,2517.06,2515.48,2517.06,2.856599999999992
2017-06-18 21:03:38,2517.04,2517.04,2517.04,2517.04,0.40390843
2017-06-18 21:03:39,2517.03,2517.03,2517.03,2517.03,0.40658211
2017-06-18 21:03:40,2517.04,2517.04,2517.04,2517.04,0.15864072
2017-06-18 21:03:41,2517.05,2517.06,2517.05,2517.06,2.00301908
2017-06-18 21:03:43,2517.03,2517.05,2517.03,2517.05,1.83907406
2017-06-18 21:03:48,2517.03,2517.03,2517.03,2517.03,0.10483710000000002
2017-06-18 21:03:49,2517.04,2517.04,2517.04,2517.04,0.01
2017-06-18 21:03:50,2517.07,2517.61,2517.07,2517.61,0.54
2017-06-18 21:03:51,2517.68,2518.26,2517.68,2518.26,0.52
2017-06-18 21:03:52,2518.52,2519.08,2518.52,2519.08,0.08
2017-06-18 21:03:53,2519.09,2519.09,2519.09,2519.09,0.02
2017-06-18 21:03:54,2519.17,2519.19,2519.17,2519.19,0.6699685000000001
2017-06-18 21:03:58,2519.14,2519.14,2519.14,2519.14,0.1
2017-06-18 21:03:59,2519.15,2519.18,2519.15,2519.18,0.27
2017-06-18 21:04:07,2519.17,2519.19,2519.17,2519.19,0.18131324
2017-06-18 21:04:09,2517.52,2519.18,2517.52,2519.18,0.25143165
2017-06-18 21:04:17,2515.57,2517.26,2517.26,2515.57,0.4939052800000002
2017-06-18 21:04:18,2514.53,2515.56,2515.56,2514.53,0.16999999999999998
2017-06-18 21:04:19,2514.29,2514.59,2514.59,2514.29,0.6982318600000003
2017-06-18 21:04:20,2514.3,2514.31,2514.31,2514.3,0.30000000000000004
2017-06-18 21:04:21,2514.6,2514.6,2514.6,2514.6,1.36757262
2017-06-18 21:04:22,2514.62,2514.62,2514.62,2514.62,0.1
2017-06-18 21:04:27,2514.63,2514.63,2514.63,2514.63,0.1
2017-06-18 21:04:28,2514.64,2514.64,2514.64,2514.64,0.01404125
2017-06-18 21:04:36,2514.68,2514.69,2514.68,2514.69,1.3347000000000002
2017-06-18 21:04:39,2511.51,2514.67,2514.67,2511.51,2.96125919
2017-06-18 21:04:41,2514.68,2514.69,2514.69,2514.69,1.5421889400000002
2017-06-18 21:04:49,2514.63,2514.64,2514.63,2514.64,0.59253765
2017-06-18 21:04:54,2514.59,2514.59,2514.59,2514.59,0.02419715
2017-06-18 21:04:58,2514.69,2514.69,2514.69,2514.69,0.14518807
2017-06-18 21:05:04,2514.68,2515.0,2514.68,2515.0,1.3771
2017-06-18 21:05:05,2515.0,2516.68,2515.0,2516.68,0.06239926000000001
2017-06-18 21:05:07,2516.68,2516.95,2516.68,2516.95,0.7904000000000003
2017-06-18 21:05:11,2516.94,2518.19,2516.94,2518.19,0.43000000000000016
2017-06-18 21:05:12,2516.95,2516.95,2516.95,2516.95,0.8575
2017-06-18 21:05:24,2514.1,2515.73,2515.73,2514.1,1.70655221
2017-06-18 21:05:26,2513.04,2514.13,2514.13,2513.04,0.03560582
2017-06-18 21:05:31,2513.03,2513.03,2513.03,2513.03,0.01599772
2017-06-18 21:05:38,2513.97,2516.62,2513.97,2516.62,1.2421000000000002
2017-06-18 21:05:58,2513.24,2514.12,2514.12,2513.24,0.24050179
2017-06-18 21:06:03,2515.79,2515.79,2515.79,2515.79,0.0157
2017-06-18 21:06:09,2515.84,2515.99,2515.84,2515.99,0.22650000000000006
2017-06-18 21:06:13,2513.47,2513.49,2513.49,2513.47,0.11230623
2017-06-18 21:06:40,2513.52,2513.52,2513.52,2513.52,1.7271
